id,comment
野生小昀昀,#蒲熠星 浙江#别扯文韬佳佳，人家俩和他们一样吗？佳佳在文韬有热度后从没蹭过，甚什么也没带过文韬，也不扯什么幺蛾子。有人说那蒲熠星和院人还睡一个大通铺呢？还有说“一个被窝睡不出来两种人”完全不正确的，你扯呢？pyx和mss一周一个被子睡6天起码，和院人一年六天都不一定，要想对照先控制变量 ...全文
Yolin10,#蒲熠星 浙江#……就算结婚了关你们p事啊？一开始蒲也没隐藏过自己女朋友 就算十四风评再不好也碍不着你们吧？人家小情侣正常恋爱就算结婚也不关你们的事吧？ 
甄是大头的31遗迹,#蒲熠星 浙江#我儿做饭呢，没事别打搅😇 
微醺橘子气泡水,#蒲熠星 浙江# 无语住了，不是mss也不会是你们这些脱粉的人。我自始至终欣赏的是阿蒲本人，只要他的三观他的人格都不变，我还是欣赏他，至于他的私生活、他的女朋友甚至是他的老婆是谁我根本没资格管也管不着 
曦光与作伴,#蒲熠星 浙江#虽然很想说感谢大自然的馈赠，但不知是哪位老板如此执着，盯着小蒲搞？他一个小艺人，也没挡着谁的路啊。大过年的，能不能干点光明正大的事？如果有路人朋友进来看，请大家稍稍驻足，蒲熠星是个小艺人，最近总有人给他送热度，大家有什么项目有什么角色请考虑考虑他，便宜又有能力又有效 ...全文
雾都小神经,#蒲熠星 浙江#谈了这么久，结了也很正常吧，娱乐圈没有几个粉丝满意自家嫂子，他本人喜欢就好（他自己也说过芈十四陪他度过了很多很难的时候），别关注太多了！不喜欢嫂子就关注阿蒲就行，也别恶语相向了，毕竟真的结了也不会因为某些粉丝的不满就离，芈十四不要插手他的事业以及踏足娱乐圈就行了，她 ...全文
柩柩柩祁活棺材彡,#蒲熠星 浙江#人家结不结婚，除了跟两个家庭相关之外，跟其他人真的没有半毛钱关系。我也不赞同一个被窝没有两种人这个观点，太武断。但是，m14的所有料都是实锤，一个比一个让人ex。无论是以前jz还是之前的考编小作文，都非常下头！看了很多言论，女方人品不能绑架ppp人品，这的姑且赞同。但，不 ...全文
夏悸团团子_,#蒲熠星 浙江#微博网友好像对所有人都不满意… 
钦乐同学,#蒲熠星 浙江#众所周知，mms是蒲熠星最大的黑料 
树莓桃花酱,#蒲熠星 浙江#这是谁？说的什么有没有皇家翻译 
送一碗清水,#蒲熠星 浙江#上rs了？ 数字姐满意了？ 
-旧曲重听-,#蒲熠星 浙江#。。唯粉还没说啥呢cp 粉在那破防 
-小婷睡不飽-,#蒲熠星 浙江#很喜欢蒲熠星很不喜欢芈十四 尊重不祝福不理解 
椰蓉泡芙球,#蒲熠星 浙江#不尊重不理解不祝福 订婚结婚我劝你也都别公开 公开我就劝离 
百合栗子_,#蒲熠星 浙江#“破防”的粉丝有没有种可能是讨厌mss，而不是想嫁给阿蒲啊！！！不是所有人都是梦女啊喂 
就爱笨蛋小狗,#蒲熠星 浙江# 我觉得你们南北批特别有毛病 真的。。你管人家干嘛呢 转头造女生黄///。谣 说白了算什么cpf啊 你们纯种gw//t抚慰呗 
要见熠面嗎_,#蒲熠星 浙江#哪位老板想搞蒲熠星啊今年上了那么多热搜有没有想过讨厌mss反对他们谈恋爱不是因为我们是梦女而是因为mss的个人素质和品德我是蒲唯➕纯 我尊重但不祝福蒲熠星没惹任何人 
染染吃麻辣烫不加辣,#蒲熠星 浙江# 是因为mss人品有问题，才反应这么大的吗？ 
吴宣仪的粉红奶茶,#蒲熠星 浙江#？？路人看晕了他不是北大硕士的吗怎么还和那个走后门失败还撒谎讹人的女的谈。。。。这是有多想不开 
一闪一闪是星星__,#蒲熠星 浙江#✨#蒲熠星演蒲鱼儿子#金主霸霸们看看我们蒲熠星，专业客串，闷声干大事，绝对不让你失望！@蒲熠星 
白汤面条,#蒲熠星 浙江#哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 昨天在我家附近吃烧烤被偶遇了 昨天在电影院看电影也被偶遇了 
喝了旺仔就犯困,#蒲熠星 浙江#我的评价是 粉丝别太把自己当回事 
韫Wen_,#蒲熠星 浙江#谢邀 大过年的 知道大家都要冲业绩 我知道你很急 但你先别急 别有空没空拉我们阿蒲出来 不是顶流 不是一线 就是一个普普通通的打工人罢了 别挖了 别乱说话 我们何运晨保不齐是个严谨的法律人 何律真不想大过年的开工 最后 n7好帅 我好喜欢丁冉 谢谢大家 发言完毕 
Bloomsbury2012,#蒲熠星 浙江#？？？这都能热搜了，我的院人们真的都太红了 
中新浙里,【#浙江出台七项举措关爱基层党员干部和一线医务人员#】疫情防控进入新阶段，医疗救治和健康服务任务重、压力大。为进一步激励基层党员干部和一线医务人员担当作为，日前，省委组织部、省防控办、省人力社保厅、省卫生健康委联合下发《关于加强对基层党员干部和一线医务人员暖心激励的通知》，深化细化 ...全文
星球研究所,这可能是你从未见过的一道超级风景，世界上货物吞吐量最大的港口——浙江省宁波舟山港！《超级风景 超级工程》系列科普纪录片🎬第二季最后一集——世界最大港口，为何在浙江？即将上线！让我们一起，去感受这座超级港口的生命力。@别克#超级风景超级工程##港口##浙江# 
艾伦在上海Alan,#公厕被打女孩至今未收到家属道歉# “ba舌头”“wa眼睛”，浙江永康公厕被打女孩治疗两个月，至今仍未收到施暴者家属的一声道歉，施暴者父亲只丢下一句“儿子是精神病”就再无表态… #浙江##水银体温计1支22元男子手机取证# 艾伦在上海Alan的微博视频 
阿ho圆滚滚,摄影 ☁️今日#冬至# ，寒风瑟瑟，发一组云雾缭绕的#浙江# 湖州安吉【云上草原】☁️ #带着微博去旅行# 
旅行出发吧,❄️杭州初雪街头，这位91岁老教师的身影，让人心生敬意！这才是国家的脊梁祝愿老人家健康长寿，平凡而伟大的爷爷瞬间让我泪目了#浙江##感人# 旅行出发吧的微博视频 
Y佳QwQ,#浙江请遣返# zjnu别再高贵了全世界都回家了 你把我们困在这里真的很开心吗半个月内又是期中考又是期末考课都没讲完就期末考试就你会玩就你会玩高中日子过的都没这么紧张考虑一下省外的孩子好吗？？？？zju都快要放假了你在优越什么志愿报的好 高四少不了….#浙江##浙江遣返# 
电盒校长,身边很多朋友在浙江，我去杭州出差的机会也很多...这几年，浙江的朋友也和我说，感觉每次全国疫情严重的时候，唯独浙江是一片“清净之地”，这段时间，汽车行业的活动，我看也就浙江，苏州的还能够正常进行，其他的地方，不是取消就是延后……这次的人民至上而不是防疫至上的观点，必须给浙江点赞 ...全文
飕飕微博,2023国考各省疫情防控水平真让人感慨，浙江只要求省外来考生有当地三天三检；山东为减少流动，给每个市都增设了考点；散装江苏十三个市各自为政，针对省内低风险考生，要求一个比一个过分。😱高下立判啊同学们明年冲浙江和山东，想给他们搞建设#江苏国考疫情防控##浙江##山东# 
珍惜-岁月静好,"风吹稻浪，十里飘香,12470余亩的金黄晚稻绵延,丰收的气息弥漫着整个仁和。这是晒足了120天阳光的稻子，体内流淌着空气和水，伸着懒腰，它们已然成熟。趁着天朗气清好时光，农户开始收割“幸福”，机器来回穿梭，驶过滚滚稻浪，只留下一行行的稻茬，奏响田间丰收交响乐。#杭向未来##我的大余杭##浙江#  ...全文"
朴缜,春风拂尽江南岸#东方幻月录##中国城市绘卷##浙江##湖州##南浔古镇# 
造型摄影博主PAN,路过温州永嘉上塘S223省道，对面大山发生大火，干旱太久了，希望火快点扑灭，希望救火英雄都平平安安🙏🙏🙏#浙江# #温州##永嘉山火#  造型摄影博主PAN的微博视频 温州·绿嶂村 
汽水橙橙,事不三思总有败，人能百忍自无忧。#男生女相##浙江# 
可爱多的小日子,#非凡浙十年##浙江# “浙”十年，浙江坚持创新驱动，发展取得了更高的成就，“江”来十年，浙江还会站上更高的起点，发展更高质量的共同富裕先行区，不断提升人民的获得感、幸福感。 湖州·南浔浙商回归总部经济园 
汽水橙橙,事不三思总有败，人能百忍自无忧。#男生女相##浙江# 
可爱多的小日子,#非凡浙十年##浙江# “浙”十年，浙江坚持创新驱动，发展取得了更高的成就，“江”来十年，浙江还会站上更高的起点，发展更高质量的共同富裕先行区，不断提升人民的获得感、幸福感。 湖州·南浔浙商回归总部经济园 
苍苍老张,这是我的家乡，宁波，如果还不知道怎么和大朋友小朋友介绍宁波，欢迎来看看这个视频#带着微博去旅行##宁波##城市巡游记##浙江##旅行##旅游# 宁波 苍苍老张的微博视频 
无忧行JegoTrip,处暑已过，你的城市是否已经感受到了丝丝凉意？🍃不如赶紧抓住夏天的尾巴，来莫干山给自己放个假！⛰️@诗画浙江文旅资讯 莫干山素有“江南第一山”的美誉，山峦起伏，层林密布，让人心旷神怡。这里植被覆盖率约有92%之高，可以说是一个天然氧吧！在这里，你可以游览武陵村景区、剑池 ...全文
古巴驻华大使馆,作为访问#浙江#的一部分，#古巴#驻#上海#总领事参观了嘉兴的南湖，这是红船的所在地，是1921年#中国#共产党第一次代表大会在这里胜利闭幕。古巴领事受到嘉兴市外事办公室主任沈文平的接见。 
急诊向日葵艾芬,浙江诸暨爱尔眼科医院2022年7月20日被行政处罚：使用网络未建立登记保护制度#浙江爆料##爱尔眼科##浙江身边事##浙江##诸暨##诸暨市# 网络信息安全岂能当儿戏？ 
鹿深人,手机摄影采莲曲 菱叶萦波荷飐风，荷花深处小船通。逢郎欲语低头笑，碧玉搔头落水中。                                             唐·白居易&gt;华为原相机#荷花##浙江# 
小康杂志社,【#袁家军当选中共浙江省委书记#】6月23日上午，中共浙江省第十五届委员会议选举袁家军为省委书记。#浙江# 小康杂志社的微博视频 
中广欧特斯,2022中广电器集团总部掠影！我们来了~#企业#  #让爱有温度 中广欧特斯#  #浙江#  中广欧特斯的微博视频 
全球旅游名胜,烟雨西塘，想和你徜徉最美的樱花雨。#浙江#  #爱上这座城# 
劉樂妍,一道浅浅的海峡，承载了外婆70多年的乡愁 #浙江 #乡愁 #外婆 郑州·紫荆山路二里岗南街公交站 劉樂妍的微博视频 
浙江公安,【#浙江# 多人的朋友圈被“车管所通知”刷屏！交警回应了→】很多时候我们经常会因为疏忽或工作繁忙等原因忘记自己爱车过了年检的时间期限...近日浙江多人的朋友圈热传这样一条通知↓ 
8KRAW,你是浙江_____人？《浙山浙水浙江》Ⅱ 42位摄影师合集@8KRAW  X @杭州视觉部落  联合出品#8KRAW# #浙江# #浙江率先实现一码乘三城地铁# 8KRAW的微博视频 
济宁生态环境,高萌预警！大然家团队#美丽中国自然#在#浙江#象山韭山列岛追寻的“神话之鸟”中华凤头燕鸥传来喜讯，已经有十多只雏鸟破壳出生了。来看超可爱的小绒球： CGTN大美自然的微博视频 
青青虫的微博,#湖北# #十堰# #浙江# #温岭# #燃料空气# 爆炸威力强大，从现场画面来看，周边建筑基本无一幸免，窗户和封闭阳台结构被爆炸超压横扫。从爆炸现场来看，这应是一次典型的威力强大的燃料空气爆炸。值得注意的是，今天恰好是浙江温岭燃料空气爆炸重大事故一周年：网页链接 
悦食Epicure,📍#悦食四月春日幻想俱乐部# 绍兴湖塘村人的生活，就是活在兰亭集序里的。暮春之初的会稽山阴，白天晒晒笋，吃吃对面山坳里的白杨梅，晚上从鉴湖里捞一条鲤鱼洗洗切了。原湖化原食。#绍兴##浙江# 绍兴 
钱江视频,【#浙江# 2020年4月2日新型冠状病毒肺炎疫情情况】4月1日0-24时，新增境外输入新冠肺炎确诊病例1例（英国输入）。新增出院病例2例。截至4月1日24时，累计报告境外输入确诊病例40例，累计出院12例。4月1日0-24时，新增无症状感染者7例（均为境外输入，其中意大利4例、阿联酋2例、布基纳法索1例），无 ...全文
