id,comment
萧梓橙·W,早上好呀今日分享《红颜如霜》融入R&amp;B、京剧唱腔的中国风新感受，由方文山填词，以梨园名剧「凤求凰」为主题，分隔两地思念的两人，无法见面只能透过信件往返寄托情意，却只收到一句「甚安勿念」，思念彷佛结了层霜，无人问暖，而鱼雁不再往返，独自惆怅凄凉。一句甚安勿念你说落笔太难 ...全文
妖精在跳舞呀,周杰伦#周杰伦# ☻ 🌈 Surprise ❤︎希望生活有惊喜，希望喜欢被回应今天的不开心就到此为止，明天依然光芒万丈啊！ 妖精的主旋律_的微博视频 
考拉的熊猫森林,说起杰伦的冷门神曲，不得不提的，就是这首《她的睫毛》（当然你要说杰伦没有冷门，那必须你是对的）。虽然没有并不是杰伦的大热曲目，但是这首歌的转调和双副歌安排，绝对妥妥的杰伦亲自编曲的炫技之作。周杰伦 ｜#周杰伦# 考拉和森林的微博视频 
smokrrrr,周杰伦 《断了的弦》是周杰伦演唱的一首歌曲，由方文山作词，周杰伦作曲，钟兴民编曲，收录于周杰伦于2003年11月13日发行的EP《寻找周杰伦》中。该曲是电影《寻找周杰伦》的插曲。《断了的弦》是周杰伦制作的专辑《寻找周杰伦》中的主题曲，清新小品曲风，说明失去相爱的感觉，就像断掉的 ...全文
娱生醉清风,周杰伦 昆凌聊周杰伦和女儿的相处日常，周董应该是个宠女狂魔没错了！#周杰伦# 娱生醉清风的微博视频 
晨报文艺,#昆凌拉周杰伦减肥# 日前，昆凌出席代言。她5月刚生下女儿Jacinda，迅速在4个月瘦身5公斤，小露纤腰展现傲人身材。她表示，除了饮食、运动双管齐下，最好减肥要有伴，她拉老公周杰伦一起减肥，结果老公瘦得比她快。此外，已是三宝妈的昆凌，还被问到是否想生第四胎。她直言：“没有，打烊了！”昆凌和 ...全文
妖精在跳舞呀,周杰伦#周杰伦#¨̮ ᴴᴬᵛᴱ ᴬ ᴳᴼᴼᴰ ᵀᴵᴹᴱ 🦋 在喜欢你的人那里，热爱生活 在不喜欢你的人那里，看清世界《甜甜的》 妖精的主旋律_的微博视频 
·十一佳贝·,想回到过去试着抱你在怀里羞怯的脸带有一点稚气想看你看的世界想在你梦的画面只要靠在一起就能感觉甜蜜#周杰伦# Drr凌的微博视频 
娱生醉清风,周杰伦 周杰伦昆凌花式秀恩爱！昆凌私家司机曝光，没想竟是周杰伦？这这这……这也太甜了吧#周杰伦# 娱生醉清风的微博视频 
剧综妍妍,周杰伦#周杰伦#将军MV，杰伦当年强势倔起真的是给乐坛将了一军  我话就撂这了  各位赞成与反对  自己看着办 妍妍子晓晓茗的微博视频 
晨报文艺,#昆凌拉周杰伦减肥# 日前，昆凌出席代言。她5月刚生下女儿Jacinda，迅速在4个月瘦身5公斤，小露纤腰展现傲人身材。她表示，除了饮食、运动双管齐下，最好减肥要有伴，她拉老公周杰伦一起减肥，结果老公瘦得比她快。此外，已是三宝妈的昆凌，还被问到是否想生第四胎。她直言：“没有，打烊了！”昆凌和 ...全文
中新文娱,【#周杰伦最伟大的作品豆瓣7分#】周杰伦今年7月推出的新专辑《最伟大的作品》，目前在豆瓣上评分7.0分。截至发稿时，约有2.6万人参与评价。你认为这个分数高了还是低了？ 
中国网娱乐,#周杰伦最伟大的作品豆瓣7.0分# 周杰伦新专辑《#最伟大的作品# 》豆瓣开分7.0分，你觉得这首歌怎么样？周杰伦杰威尔音乐官方微博的微博视频 
新京报文娱,#吴希泽追星周杰伦好像在演我##吴希泽喜欢周杰伦的心藏不住# 昨晚的英雄联盟明星表演赛，吴希泽和偶像周杰伦峡谷相遇，吴希泽的迷弟反应真·在线演我了。 
东方网娱乐,#王俊凯游戏ID地表最强Karry# 王俊凯偶像周杰伦五杀秀翻全场，小凯的超神塞拉斯，实力carry比赛！英雄联盟赛事的微博视频 
